,book_link,isbn,isbn13,book_title,avg_rating,author_name,book_desc,genres
0,http://goodreads.com/book/show/36391536-she-has-her-mother-s-laugh,1101984597,9781101984598,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",4.16,['Carl Zimmer'],"Carl Zimmer presents a history of our understanding of heredity in this sweeping, resonating overview of a force that shaped human society--a force set to shape our future even more radically.She Has Her Mother's Laugh presents a profoundly original perspective on what we pass along from generation to generation. Charles Darwin played a crucial part in turning heredity into a scientific question, and yet he failed spectacularly to answer it. The birth of genetics in the early 1900s seemed to do precisely that. Gradually, people translated their old notions about heredity into a language of genes. As the technology for studying genes became cheaper, millions of people ordered genetic tests to link themselves to missing parents, to distant ancestors, to ethnic identities. . . .But, Zimmer writes, ""Each of us carries an amalgam of fragments of DNA, stitched together from some of our many ancestors. Each piece has its own ancestry, traveling a different path back through human history. A particular fragment may sometimes be cause for worry, but most of our DNA influences who we are--our appearance, our height, our penchants--in inconceivably subtle ways."" Heredity isn't just about genes that pass from parent to child. Heredity continues within our own bodies, as a single cell gives rise to trillions of cells that make up our bodies. We say we inherit genes from our ancestors--using a word that once referred to kingdoms and estates--but we inherit other things that matter as much or more to our lives, from microbes to technologies we use to make life more comfortable. We need a new definition of what heredity is and, through Carl Zimmer's lucid exposition and storytelling, this resounding tour de force delivers it. Weaving historical and current scientific research, his own experience with his two daughters, and the kind of original reporting expected of one of the world's best science journalists, Zimmer ultimately unpacks urgent bioethical quandaries arising from new biomedical technologies, but also long-standing presumptions about who we really are and what we can pass on to future generations.","['Science', 'Nonfiction', 'Science', 'Biology', 'History', 'Biology', 'Genetics', 'Biology', 'Evolution', 'Audiobook', 'Adult', 'Medical', 'Science', 'Popular Science']"
1,http://goodreads.com/book/show/28512671-everybody-lies,0062390856,9780062390851,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",3.91,['Seth Stephens-Davidowitz'],"Foreword by Steven PinkerBlending the informed analysis of The Signal and the Noise with the instructive iconoclasm of Think Like a Freak, a fascinating, illuminating, and witty look at what the vast amounts of information now instantly available to us reveals about ourselves and our world—provided we ask the right questions.By the end of an average day in the early twenty-first century, human beings searching the internet will amass eight trillion gigabytes of data. This staggering amount of information—unprecedented in history—can tell us a great deal about who we are—the fears, desires, and behaviors that drive us, and the conscious and unconscious decisions we make. From the profound to the mundane, we can gain astonishing knowledge about the human psyche that less than twenty years ago, seemed unfathomable.Everybody Lies offers fascinating, surprising, and sometimes laugh-out-loud insights into everything from economics to ethics to sports to race to sex, gender and more, all drawn from the world of big data. What percentage of white voters didn’t vote for Barack Obama because he’s black? Does where you go to school effect how successful you are in life? Do parents secretly favor boy children over girls? Do violent films affect the crime rate? Can you beat the stock market? How regularly do we lie about our sex lives and who’s more self-conscious about sex, men or women?Investigating these questions and a host of others, Seth Stephens-Davidowitz offers revelations that can help us understand ourselves and our lives better. Drawing on studies and experiments on how we really live and think, he demonstrates in fascinating and often funny ways the extent to which all the world is indeed a lab. With conclusions ranging from strange-but-true to thought-provoking to disturbing, he explores the power of this digital truth serum and its deeper potential—revealing biases deeply embedded within us, information we can use to change our culture, and the questions we’re afraid to ask that might be essential to our health—both emotional and physical. All of us are touched by big data everyday, and its influence is multiplying. Everybody Lies challenges us to think differently about how we see it and the world.","['Nonfiction', 'Science', 'Psychology', 'Business', 'Science', 'Technology', 'Economics', 'Sociology', 'Audiobook', 'Social Science', 'Politics']"
2,http://goodreads.com/book/show/23214337-forensics,0802123910,9780802123916,"Forensics: What Bugs, Burns, Prints, DNA and More Tell Us About Crime",4.06,['Val McDermid'],"Val McDermid is one of the finest crime writers we have, whose novels have captivated millions of readers worldwide with their riveting narratives of characters who solve complex crimes and confront unimaginable evil. In the course of researching her bestselling novels McDermid has become familiar with every branch of forensics, and now she uncovers the history of this science, real-world murders and the people who must solve them.The dead talk—to the right listener. They can tell us all about themselves: where they came from, how they lived, how they died, and, of course, who killed them. Forensic scientists can unlock the mysteries of the past and help serve justice using the messages left by a corpse, a crime scene, or the faintest of human traces. Forensics draws on interviews with some of these top-level professionals, ground-breaking research, and McDermid’s own original interviews and firsthand experience on scene with top forensic scientists.Along the way, McDermid discovers how maggots collected from a corpse can help determine one’s time of death; how a DNA trace a millionth the size of a grain of salt can be used to convict a killer; and how a team of young Argentine scientists led by a maverick American anthropologist were able to uncover the victims of a genocide. It’s a journey that will take McDermid to war zones, fire scenes, and autopsy suites, and bring her into contact with both extraordinary bravery and wickedness, as she traces the history of forensics from its earliest beginnings to the cutting-edge science of the modern day.","['Nonfiction', 'Science', 'Crime', 'True Crime', 'Mystery', 'Crime', 'History', 'Audiobook', 'Mystery', 'Medical', 'Psychology', 'Adult']"
3,http://goodreads.com/book/show/61536.A_Devil_s_Chaplain,0618485392,9780618485390,"A Devil's Chaplain: Reflections on Hope, Lies, Science, and Love",3.99,['Richard Dawkins'],"The first collection of essays from renowned scientist and best-selling author Richard Dawkins.Richard Dawkins's essays are an enthusiastic testament to the power of rigorous, scientific examination, and they span many different corners of his personal and professional life. He revisits the meme, the unit of cultural information that he named and wrote about in his groundbreaking work The Selfish Gene. He makes moving tributes to friends and colleagues, including a eulogy for novelist Douglas Adams; he shares correspondence with the evolutionary biologist Stephen Jay Gould; and he visits with the famed paleoanthropologists Richard and Maeve Leakey at their African wildlife preserve. He concludes the essays with a vivid note to his ten-year-old daughter, reminding her to remain curious, to ask questions, and to live the examined life.","['Science', 'Nonfiction', 'Philosophy', 'Religion', 'Writing', 'Essays', 'Religion', 'Atheism', 'Science', 'Biology', 'Biology', 'Evolution', 'Science', 'Popular Science', 'Psychology']"
4,http://goodreads.com/book/show/17573681-spillover,0393346617,9780393346619,Spillover: Animal Infections and the Next Human Pandemic,4.37,['David Quammen'],"Ebola, SARS, Hendra, AIDS, and countless other deadly viruses all have one thing in common: the bugs that transmit these diseases all originate in wild animals and pass to humans by a process called spillover. In this gripping account, David Quammen takes the reader along on this astonishing quest to learn how, where from, and why these diseases emerge and asks the terrifying question: What might the next big one be?","['Science', 'Nonfiction', 'Health', 'Medicine', 'Science', 'Biology', 'History', 'Medical', 'Health', 'Animals', 'Environment', 'Nature', 'Illness', 'Disease']"
5,http://goodreads.com/book/show/218392.Prime_Obsession,0452285259,9780452285255,Prime Obsession: Bernhard Riemann and the Greatest Unsolved Problem in Mathematics,4.12,['John Derbyshire'],"In 1859, Bernhard Riemann, a little-known thirty-two year old mathematician, made a hypothesis while presenting a paper to the Berlin Academy titled “On the Number of Prime Numbers Less Than a Given Quantity.” Today, after 150 years of careful research and exhaustive study, the Riemann Hypothesis remains unsolved, with a one-million-dollar prize earmarked for the first person to conquer it. Alternating passages of extraordinarily lucid mathematical exposition with chapters of elegantly composed biography and history, Prime Obsession is a fascinating and fluent account of an epic mathematical mystery that continues to challenge and excite the world.","['Science', 'Mathematics', 'Science', 'Nonfiction', 'History', 'Biography', 'Science', 'Popular Science', 'Mathematics', 'Number', 'Science', 'History Of Science', 'Science', 'Physics', 'European Literature', 'British Literature']"
6,http://goodreads.com/book/show/34515.Darwin_s_Watch,0091898242,9780091898243,Darwin's Watch,3.94,['Terry Pratchett'],"Roundworld is in trouble again, and this time it looks fatal. Having created it in the first place, the wizards of Unseen University feel vaguely responsible for its safety. They know the creatures who lived there escaped the impending Big Freeze by inventing the space elevator -- they even intervened to rid the planet of a plague of elves, who attempted to divert humanity onto a different time track. But now it's all gone wrong -- Victorian England has stagnated and the pace of progress would embarrass a limping snail. Unless something drastic is done, there won't be time for anyone to invent spaceflight and the human race will be turned into ice-pops. Why, though, did history come adrift? Was it Sir Arthur Nightingale's dismal book about natural selection? Or was it the devastating response by an obscure country vicar called Charles Darwin, whose bestselling Theology of Species made it impossible to refute the divine design of living creatures? Either way, it's no easy task to change history, as the wizards discover to their cost. Can the God of Evolution come to humanity's aid and ensure Darwin writes a very different book? And who stopped him writing it in the first place?","['Fantasy', 'Fiction', 'Humor', 'Humor', 'Comedy', 'Science', 'Popular Science', 'Science Fiction', 'Audiobook', 'Fantasy', 'Comic Fantasy', 'Science Fiction Fantasy', 'Biology', 'Evolution']"
7,http://goodreads.com/book/show/150129.Dreams_of_a_Final_Theory,0679744088,9780679744085,Dreams of a Final Theory: The Scientist's Search for the Ultimate Laws of Nature,4.06,['Steven Weinberg'],"“Unusually well written and informative…Weinberg is one of the world's most creative theoretical phsyicists.”—Martin Gardner, Washington Post Book WorldIn Dreams of a Final Theory, Stephen Weinberg, the Nobel Prize-winning physicist and bestselling author of The First Three Minutes describes the grand quest for a unifying theory of nature—one that can explain forces as different as the cohesion inside the atom and the gravitational tug between the sun and the earth. Writing with dazzling elegance and clarity, he retraces the steps that have led modern scientists from relativity and quantum mechanics to the notion of superstrings and the idea that our universe may coexist with others.But Weinberg asks as many questions as he answers, among them: Why does each explanation of the way nature works point to the other, deeper explanations? Why are the best theories not only logical but beautiful? And what implications will a final theory have for our philosophy and religious faith?Intellectually daring, rich in anecdote and aphorism, Dreams of a Final Theory launches us into a new cosmos and helps us make sense of what we find there.“This splendid book is as good reading about physics and physicists as this reviewer can name…clear, honest, and brilliantly instructive.”—Philip Morrison, Scientific American","['Science', 'Science', 'Physics', 'Nonfiction', 'Philosophy', 'Science', 'Popular Science', 'Academic', 'Science', 'Mathematics', 'Science', 'Astronomy', 'Physics', 'Quantum Mechanics', 'Science', 'History Of Science']"
8,http://goodreads.com/book/show/36613747-how-to-change-your-mind,0241294223,9780241294222,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",4.22,['Michael Pollan'],"Could psychedelic drugs change our worldview? One of America's most admired writers takes us on a mind-altering journey to the frontiers of human consciousnessWhen LSD was first discovered in the 1940s, it seemed to researchers, scientists and doctors as if the world might be on the cusp of psychological revolution. It promised to shed light on the deep mysteries of consciousness, as well as offer relief to addicts and the mentally ill. But in the 1960s, with the vicious backlash against the counter-culture, all further research was banned. In recent years, however, work has quietly begun again on the amazing potential of LSD, psilocybin and DMT. Could these drugs in fact improve the lives of many people? Diving deep into this extraordinary world and putting himself forward as a guinea-pig, Michael Pollan has written a remarkable history of psychedelics and a compelling portrait of the new generation of scientists fascinated by the implications of these drugs. How to Change Your Mind is a report from what could very well be the future of human consciousness.","['Nonfiction', 'Science', 'Psychology', 'Health', 'Philosophy', 'Audiobook', 'Self Help', 'History', 'Spirituality', 'Biology', 'Neuroscience']"
9,http://goodreads.com/book/show/25733983-lab-girl,1101874937,9781101874936,Lab Girl,4.01,['Hope Jahren'],"Acclaimed scientist Hope Jahren has built three laboratories in which she’s studied trees, flowers, seeds, and soil. Her first book is a revelatory treatise on plant life—but it is also so much more. Lab Girl is a book about work, love, and the mountains that can be moved when those two things come together. It is told through Jahren’s stories: about her childhood in rural Minnesota with an uncompromising mother and a father who encouraged hours of play in his classroom’s labs; about how she found a sanctuary in science, and learned to perform lab work done “with both the heart and the hands”; and about the inevitable disappointments, but also the triumphs and exhilarating discoveries, of scientific work.Yet at the core of this book is the story of a relationship Jahren forged with a brilliant, wounded man named Bill, who becomes her lab partner and best friend. Their sometimes rogue adventures in science take them from the Midwest across the United States and back again, over the Atlantic to the ever-light skies of the North Pole and to tropical Hawaii, where she and her lab currently make their home.","['Nonfiction', 'Science', 'Autobiography', 'Memoir', 'Biography', 'Audiobook', 'Environment', 'Nature', 'Biography Memoir', 'Biography', 'Autobiography', 'Science', 'Biology', 'Adult']"
