,isbn,user_link,ranking,review
0,1841196509,http://goodreads.com/user/show/5448792-b-schrodinger,4,"When I saw that Brian Clegg had written a book about infinity and the audiobook was narrated by Gordon Griffin I lined this up as a monthly download from Audible. It was a wonderful listen. Lots of history, lots of philosophy, lots of maths and a sprinkling of science all narrated by one of the most pleasurable narrators I have listened to. There were parts that amazed me, parts that made me laugh, parts that made me sad and parts where I could not quite follow audibly and probably needed a diagram or the written book. While Brian Clegg is not the most awe inspiring and beautiful science writer out there, he is an under-appreciated work-horse kind of writer that consistently produces books that are fun, fascinating and accessible. Part of his style that I like is that he is so sensible. There are no large and outrageous claims in his books, they are based on well-researched and well-established material. Probably the best way I can put it is that he isn't out to write sexy books. To some this may seem boring, but to geeks like me it is refreshing and like a comfortable companion that is not out to prove anything, just to tell you a great yarn. Also his books are not aimed to be definitive volumes on the subject, he always refers the reader on to where they may find out more. These are more like a well-produced documentary, with interesting stories and overviews of deeper concepts.So once again Brian has produced an entertaining little volume. I'd recommend his works to both the layman and the professional. The layman gets an interesting introduction to the material and the professional find out many little interesting historical facts and stories along the way."
1,1841196509,http://goodreads.com/user/show/1188122-kara-babcock,3,"My two teachables, the subjects which I will be qualified to teach when I graduate from my education program in May, are mathematics and English. When I tell people this, they usually express surprise, saying something like, “Well, aren’t those very different subjects!”And it irks me so.They’re not, not really. Firstly, mathematics and English are both forms of communication. Both rely on the manipulation of symbols to tell a tale. As with writers of English, writers of mathematics have styles: some are elegant yet terse, seemingly expending little effort while getting their point across with an admirable economy of symbols; others are expansive and eloquent, elaborating at some length in order to furnish the reader with an adequate explanation. Secondly, as with English, mathematics is very much grounded in philosophy and history, and it is a subject that is open to deep, almost spiritual interpretation.If you balk at that last idea, don’t worry. You’ve probably had it drilled into your head since elementary school that in mathematics there is only one correct answer! How could such a reassuringly logical subject be open to interpretation? Despite its apparent objectivity, mathematics is just another human endeavour, and like all our mortal works, it is vulnerable to our flaws, foibles, and fits of passion. Mathematicians can be just as stubborn and argumentative, if not more, than other people. There are many famous follies and feuds in the history of mathematics, and that is one of the reasons I enjoy learning about it so much.Infinity is one of the mathematical concepts most central to those feuds. It’s one of the areas where math rubs up against the spiritual realm—for, as some mathematicians and philosophers have wondered, what is infinity if not God or some kind of greater being? So it seems natural to look at our shifting views on the infinite along the continuum of the history of maths. In A Brief History of Infinity, Brian Clegg does just that, following the classical, somewhat Eurocentric development of math from Greece to Rome, then zig-zagging down to the Middle East and India before flying back to Britain, France, and Germany.As with most tricky math concepts, the trouble with infinity begins with its definition. One must be very careful with definitions in math—for example, it is not enough merely to say that infinity means “goes on without end”. After all, the surface of the Earth has no “end”, but that does not mean the Earth has infinite surface area! Rather, the surface of the Earth is unbounded. Grasping the idea of infinity as “not finite” is easy enough, though: there is no “last” counting number, because you can always add one to the largest number you can conceive, and suddenly you have a new largest number. So infinity is a quicksilver of a concept: intuitive and easy to grasp, yet also elusive and far too fluid for some mathematicians to handle. The Greeks, with their mathematics strictly confined to the geometric figure, would have no dealings with the infinite. Infinity confused Galileo, who nevertheless bravely meditated upon it in his final days. And the shadow of infinity hangs over the controversy of the calculus that caused the divide between Newton and Leibniz, and correspondingly, between Britain and the Continent.The story of infinity gets even more interesting after that. In general, I love the history of mathematics during the 1700s and 1800s. So many brilliant minds pop up during that time: as Newton and Leibniz exit, Euler and Gauss enter. Later, Cauchy and Weierstrass formalize the concept of the limit, which does away with any need for infinity in calculus at all! There are plenty of names and plenty of stories—and this is where A Brief History of Infinity starts to lose its edge.The first few chapters of this book are fascinating. Clegg devotes a lot more space to the Greek philosophers than others might, going so far as to mention some of the more obscure ones, like Anaxagoras. He provides a considerably detailed development of Zeno’s paradox (well, paradoxes) and a nice, if basic, grounding in the idea of an infinite series. Clegg lays the ground well for what will come in later chapters, all the while emphasizing the reluctance of the Greek philosophers to abandon the solidity of numbers found in the real world.But as we get closer to those magical two centuries following the great Newton–Leibniz schism, the story of infinity gets more complicated as more people get involved. This book is very similar to 
Zero: The Biography of a Dangerous Idea
. In my review of Zero, I praised the author’s ability to stay focused:The story intersects with the lives of many famous mathematicians, but the obvious slimness of this book testifies that Seife managed to distill only what was necessary about their lives in his quest to explain the mystery of zero.To be fair to Clegg, this book is almost as slim as Zero. And although he happens to go off on many a tangent, he at least has the ability to find his way back on track quickly enough—that is, his tangents are interesting and informative. He sometimes seems to go into more detail than is strictly necessary to get the point across, and once in a while he waxes melodramatic—as is the case when he links Cantor’s madness to his study of infinity. Overall, however, Clegg’s writing is crisp and clear.I’m also impressed by the detail and depth of Clegg’s explanation of the math. He goes so far as to list and briefly elaborate upon each of the axioms of Zermelo-Fraenkel set theory! I was half expecting him to mention the Banach–Tarski paradox after that—he doesn’t quite get there, but he does explain the difference between ordinals and cardinals, develop the continuum hypothesis, and even mention Gödel’s Incompleteness Theorem. He tackles whether imaginary numbers are truly all they’re cracked up to be. And he even discusses nonstandard analysis—we didn’t even learn about that in university.Don’t let my awe scare you away, though. Rather, think of it like this: if you are not particularly mathematical and read this book, you will gain a wealth of knowledge. You will be fun at parties! If you are particularly mathematical, then depending on how much you like the history of math, you might already be familiar with most of these anecdotes. But the book will still be fun to read, and chances are you will learn at least one or two new things.So I would recommend A Brief History of Infinity to most people—perhaps not with the same zeal that I do Charles Seife’s Zero, but with a similar hope in mind. I hope this book, or at least my review of this book, demonstrates why I find math, as well as the history of math, so fascinating. It’s not just all about numbers, solving for x, and finding the One True Solution. Mathematics is a subject with a long and storied past, one that is fun to explore by looking at the humans who progressed—or regressed—throughout the centuries. A Brief History of Infinity is a book in this mould. While its organization and its focus leaves something to be desired, its scope and ambition do not.

"
2,1841196509,http://goodreads.com/user/show/6852430-fourtriplezed,4,"I can find my way around a darts board rather well and have never had a problem with watching the runs tick over while watching the cricket. Other than that maths just is not my strong point. But when a complete maths fool such as myself enjoys a book like this then there has to be something going for it. Infinity? Of course, how could there not be. Read and enjoy! "
3,1841196509,http://goodreads.com/user/show/13304810-peter-baran,3,"Not a bad overview of the history of infinity, though it sits on the fence a lot, and is a little prone to classic pop science micro biographies to limp along (hey here is Godel, he was brilliant but he was nuts...) Infinity is a subject I used to know a lot about, and since I have been out of the incomprehensible big stuff game I wondered if much new had come up. One bit of quantum computing aside, not really, and the book isn't strong on some of the philosophical implications, but it is a brief history."
4,1841196509,http://goodreads.com/user/show/101061320-mary,4,"This book was my break from the seemingly endless amount of novels waiting for me. I can't believe i let it gather dust in my bookcase for a year. It was a graphic guide on infinity for dummies. See, i am a whore for the logically absurd, you know... the whole shebang. So you can only imagine how i devoured this book. While reading some parts, my heart literally throbbed as if im reading the best romantic novel in the world (aka PnP). It was soooo interesting. It made me wanna delve deeper into the subject. It dabbed ideas of infinity from mathematics, science, philosophy, theology, etc- the ultimate crash course. I was introduced to some of the most important pioneers of, basically, all human knowledge present. From St. Augustine to Newton to Leibneiz to Hume to Turing to so on and so forth. To be honest though, i was hoping i'd see a female pioneer, but the author wasnt able to do so (even though there are lots of em). So.... I dont know... Anyways, I read it slowly on purpose because i wanted to suck it all in. I constantly stopped to write interesting topics on my commonplace book. I didnt want it to end immediately. I wanted more words. I wanted more explanations. Its just that good. Brian Clegg's writing wasnt too technical but it also wasnt unscholarly. It was, at times, humorous even. It wasnt one of those incomprehensible book for the brainwacks so extra points for that lol. Id love to add more but im currently dumbfounded. Maybe tomorrow : )"
5,1841196509,http://goodreads.com/user/show/1108123-bettie,2,"FMI - Human beings have trouble with infinity - yet infinity is a surprisingly human subject. Philosophers and mathematicians have gone insane contemplating its nature and complexity - yet it is a concept routinely used by schoolchildren.Presented by the renowned astronomer Heather Couper, these programmes take the listener on a journey with an endless audio horizon and feature contributions from musicians who write endless music; science fiction authors, who create infinite worlds and timeless beings; theologians; Buddhist lamas; astro-physicists and mathematicians.It is infinity... in a nutshell.Part One: Space and the Universe--------------------------------This first programme takes us outside the known universe, and tries to measure whether it has a beginning and end.If a star is a fixed number of light years away, how do we know if there is anything lurking beyond the stars which will not show itself to a human being on earth for several more light years? Are we more comfortable with the finite? Is this why we developed theories like Big Bang to explain things we don't know in sizes which we do know?A group of experts show how the human mind prefers to stop short of a total acceptance of the truly ""without end"".Supersize, it seems, has to stop somewhere! Part Two: Mathematics---------------------Imagine a hotel with an infinite number of rooms. Even if the hotel is completely full and there are no vacancies, another guest can be easily accommodated...This is just one of the fascinating insights that Heather Couper will be exploring in the second part of her quest to think the unthinkable.She is joined by mathematicians, psychologists, Sci Fi writers, theologians and a room full of monkeys to try and grasp a handle on how infinity can be seen in our world. The programme looks at how infinity has troubled some of the greatest minds and thinkers, with sometimes deadly consequences. We also learn how Infinity drove one such mathematician to the brink of sanity. Scary stuff indeed. But the entire concept of infinity in mathematics is maddening, and the deeper we go, the stranger the results become.Infinity has also played an important part in the arts. Heather explores the music of Steve Reich, Michael Nyman and Philip Glass to see how endless repetition has inspired these great composers.Join Heather on this tour of an endless audio horizon, where 1=0 and 2 is just a number bigger than 1. "
6,1841196509,http://goodreads.com/user/show/55663930-simona,3,"Good book overall, but oftentimes the author manages to contradict himself in the same phrase or paragraph, and uses hopelessly confusing and sometimes inappropriate illustrations to get the point across. I wouldn't have understood him had I not encountered the concepts before, and he really lost me on the one thing I hadn't. And most annoyingly, mathematical concepts are so loosely used that would make serious mathematicians cringe - among many other things, calling irrational numbers ""irrational fractions"" was maddening. While toning it down so it would be readable and accessible to any interested person, it shouldn't have been so hard to keep it rigorous and mathematically correct. Besides, introducing new people and relating the story of their lives was done in such a way that you were wondering what could possibly be their connection to the subject, which makes the reading anything but smooth."
7,1841196509,http://goodreads.com/user/show/3452722-koen-crolla,2,"Poorly written, both as regards actual language use and overall structure. Clegg seems to be confused about what he's actually trying to communicate, and doesn't appear to be able to distinguish actual mathematicians (or proto-mathematicians) exploring the concept of infinity from crackpots merely abusing language.The result is something that lacks both a historical narrative and enough rigour to pass even as popular mathematics. And there's no shortage of better books on the same subject; just read Taming the Infinite or The Infinite Book or something instead."
8,1841196509,http://goodreads.com/user/show/6733229-bennett-coles,4,"This was a very interesting exploration of a concept we bandy around every day but have no real understanding of. By first exploring the philosophical and religious approaches through the millennia toward infinity, Mr. Clegg provided a surprisingly well-rounded view of humanity's quest to grasp the ungraspable. The mathematical and scientific approach to infinity eventually enters the story, and Mr. Clegg reveals that many today accept infinity as a useful tool in their calculations without really bothering to understand what it means. Infinity in modern physics is often treated like the ""weirdness"" of quantum physics: it makes no sense, but it works. This book doesn't offer (nor does it promise) a true understanding of infinity, but it is a fascinating look at how great minds try to tackle one of the many concepts that may be forever beyond human understanding."
9,1841196509,http://goodreads.com/user/show/3462402-aaron-humphrey,3,"This book is more about the people who thought about infinity than it is about infinity itself. As such, it's sort of an orthogonal projection of the history of science onto one particular subject, so it includes Newton vs. Leibniz and the infinitesimals and limits of calculus, as well as the feud between Cantor and Kronecker over Cantor's infinite sets. For someone who doesn't know the theory (I didn't run across anything I wasn't already familiar with--I can prove that the integers, whole numbers, and rational numbers are smaller sets than the real numbers without working too hard), it should be fairly approachable."
10,1841196509,http://goodreads.com/user/show/16196730-ellie-julio,1,"Dammit. I wanted to like this book; I really did. I'm fascinated by the topic of infinity and enjoy a well-written non-textbook discussion of math, science, and/or history. Sadly, this isn't one of those. The author uses far too many swathes of other texts (and then summarizes them) and has an odd writing style that simply puts you to sleep. I gave it five chapters before I had to put it down. Life's too short to read boring books."
