,book_link,isbn,isbn13,book_title,avg_rating,author_name,book_desc,genres
0,http://goodreads.com/book/show/17290783-the-gap,0,0,The Gap: The Science of What Separates Us from Other Animals,4.08,['Thomas Suddendorf'],"There exists an undeniable chasm between the capacities of humans and those of animals. Our minds have spawned civilizations and technologies that have changed the face of the Earth, whereas even our closest animal relatives sit unobtrusively in their dwindling habitats. Yet despite longstanding debates, the nature of this apparent gap has remained unclear. What exactly is the difference between our minds and theirs? In The Gap, psychologist Thomas Suddendorf provides a definitive account of the mental qualities that separate humans from other animals, as well as how these differences arose. Drawing on two decades of research on apes, children, and human evolution, he surveys the abilities most often cited as uniquely human -- language, intelligence, morality, culture, theory of mind, and mental time travel -- and finds that two traits account for most of the ways in which our minds appear so distinct: Namely, our open-ended ability to imagine and reflect on scenarios, and our insatiable drive to link our minds together. These two traits explain how our species was able to amplify qualities that we inherited in parallel with our animal counterparts; transforming animal communication into language, memory into mental time travel, sociality into mind reading, problem solving into abstract reasoning, traditions into culture, and empathy into morality. Suddendorf concludes with the provocative suggestion that our unrivalled status may be our own creation -- and that the gap is growing wider not so much because we are becoming smarter but because we are killing off our closest intelligent animal relatives. Weaving together the latest findings in animal behavior, child development, anthropology, psychology, and neuroscience, this book will change the way we think about our place in nature. A major argument for reconsidering what makes us human, The Gap is essential reading for anyone interested in our evolutionary origins and our relationship with the rest of the animal kingdom.","['Science', 'Nonfiction', 'Biology', 'Evolution', 'Anthropology', 'Science', 'Biology', 'Psychology', 'Animals', 'Science', 'Popular Science', 'History', 'Environment', 'Nature']"
1,http://goodreads.com/book/show/616394.When_Life_Nearly_Died,050028573X,9780500285732,When Life Nearly Died: The Greatest Mass Extinction of all Time,4.12,['Michael J. Benton'],"Today it is common knowledge that the dinosaurs were wiped out by a meteorite impact 65 million years ago that killed half of all species then living. Far less well-known is a much greater catastrophe that took place at the end of the Permian period 251 million years ago: 90 percent of life was destroyed, including saber-toothed reptiles and their rhinoceros-sized prey on land, as well as vast numbers of fish and other species in the sea.This book documents not only what happened during this gigantic mass extinction but also the recent rekindling of the idea of catastrophism. Was the end-Permian event caused by the impact of a huge meteorite or comet, or by prolonged volcanic eruption in Siberia? The evidence has been accumulating through the 1990s and into the new millennium, and Michael Benton gives his verdict at the very end. From field camps in Greenland and Russia to the laboratory bench, When Life Nearly Died involves geologists, paleontologists, environmental modelers, geochemists, astronomers, and experts on biodiversity and conservation. Their working methods are vividly described and explained, and the current disputes are revealed. The implications of our understanding of crises in the past for the current biodiversity crisis are also presented in detail. 46 b/w illustrations.","['Science', 'Nonfiction', 'Science', 'Biology', 'History', 'Geology', 'Palaeontology', 'Science', 'Geology', 'Biology', 'Evolution', 'Science', 'Natural History', 'Environment', 'Nature', 'Science', 'Popular Science']"
2,http://goodreads.com/book/show/18465526-a-sting-in-the-tale,1250048370,9781250048370,A Sting in the Tale: My Adventures with Bumblebees,4.28,['Dave Goulson'],"One man's quest to save the bumblebee. Dave Goulson has always been obsessed with wildlife, from his childhood menagerie of exotic pets and dabbling in experimental taxidermy to his groundbreaking research into the mysterious ways of the bumblebee and his mission to protect our rarest bees. Once commonly found in the marshes of Kent, the short-haired bumblebee now only exists in the wilds of New Zealand, the descendants of a few queen bees shipped over in the nineteenth century. Dave Goulson's passionate drive to reintroduce it to its native land is one of the highlights of a book that includes exclusive research into these curious creatures, history's relationship with the bumblebee and advice on how to protect it for all time. One of the UK's most respected conservationists and the founder of the Bumblebee Conservation Trust, Goulson combines Gerald Durrell-esque tales of a child's growing passion for nature with a deep insight into the crucial importance of the bumblebee. He details the minutiae of life in their nests, sharing fascinating research into the effects intensive farming has had on our bee populations and on the potential dangers if we are to continue down this path.","['Nonfiction', 'Science', 'Environment', 'Nature', 'Animals', 'Science', 'Natural History', 'Science', 'Biology', 'Environment', 'Biography', 'Autobiography', 'Memoir', 'Biology', 'Ecology']"
3,http://goodreads.com/book/show/3095024-is-god-a-mathematician,074329405X,9780743294058,Is God a Mathematician?,3.84,['Mario Livio'],"Bestselling author and astrophysicist Mario Livio examines the lives and theories of history’s greatest mathematicians to ask how—if mathematics is an abstract construction of the human mind—it can so perfectly explain the physical world.Nobel Laureate Eugene Wigner once wondered about “the unreasonable effectiveness of mathematics” in the formulation of the laws of nature. Is God a Mathematician? investigates why mathematics is as powerful as it is. From ancient times to the present, scientists and philosophers have marveled at how such a seemingly abstract discipline could so perfectly explain the natural world. More than that—mathematics has often made predictions, for example, about subatomic particles or cosmic phenomena that were unknown at the time, but later were proven to be true. Is mathematics ultimately invented or discovered? If, as Einstein insisted, mathematics is “a product of human thought that is independent of experience,” how can it so accurately describe and even predict the world around us? Physicist and author Mario Livio brilliantly explores mathematical ideas from Pythagoras to the present day as he shows us how intriguing questions and ingenious answers have led to ever deeper insights into our world. This fascinating book will interest anyone curious about the human mind, the scientific world, and the relationship between them.","['Science', 'Science', 'Mathematics', 'Nonfiction', 'Philosophy', 'History', 'Science', 'Physics', 'Religion', 'Science', 'Popular Science', 'Spirituality', 'Religion', 'Theology']"
4,http://goodreads.com/book/show/5771014-the-talent-code,1598878735,9781598878738,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",4.08,['Daniel Coyle'],"What is the secret of talent? How do we unlock it? In this groundbreaking work, journalist and New York Times bestselling author Daniel Coyle provides parents, teachers, coaches, businesspeople—and everyone else—with tools they can use to maximize potential in themselves and others. Whether you're coaching soccer or teaching a child to play the piano, writing a novel or trying to improve your golf swing, this revolutionary book shows you how to grow talent by tapping into a newly discovered brain mechanism.Drawing on cutting-edge neurology and firsthand research gathered on journeys to nine of the world's talent hotbeds—from the baseball fields of the Caribbean to a classical-music academy in upstate New York—Coyle identifies the three key elements that will allow you to develop your gifts and optimize your performance in sports, art, music, math, or just about anything. • Deep Practice--Everyone knows that practice is a key to success. What everyone doesn't know is that specific kinds of practice can increase skill up to ten times faster than conventional practice.• Ignition--We all need a little motivation to get started. But what separates truly high achievers from the rest of the pack? A higher level of commitment—call it passion—born out of our deepest unconscious desires and triggered by certain primal cues. Understanding how these signals work can help you ignite passion and catalyze skill development.• Master Coaching--What are the secrets of the world's most effective teachers, trainers, and coaches? Discover the four virtues that enable these ""talent whisperers"" to fuel passion, inspire deep practice, and bring out the best in their students.These three elements work together within your brain to form myelin, a microscopic neural substance that adds vast amounts of speed and accuracy to your movements and thoughts. Scientists have discovered that myelin might just be the holy grail: the foundation of all forms of greatness, from Michelangelo's to Michael Jordan's. The good news about myelin is that it isn't fixed at birth; to the contrary, it grows, and like anything that grows, it can be cultivated and nourished. Combining revelatory analysis with illuminating examples of regular people who have achieved greatness, this book will not only change the way you think about talent, but equip you to reach your own highest potential.","['Nonfiction', 'Psychology', 'Self Help', 'Business', 'Self Help', 'Personal Development', 'Education', 'Science', 'Leadership', 'Productivity', 'Parenting']"
5,http://goodreads.com/book/show/305606.The_Island_of_the_Colorblind,0375700730,9780375700736,The Island of the Colorblind,3.88,['Oliver Sacks'],"In his books An Anthropologist on Mars and The Man Who Mistook His Wife for a Hat, Oliver Sacks details the lives of patients isolated by neurological disorders, shedding light on our common humanity and the ways in which we perceive the world around us. Now he looks at the effects of physical isolation in The Island of the Colorblind. On this journey, he carried with him the intellectual curiosity, kind understanding, and unique vision he has so consistently demonstrated.Drawn to the Micronesian island of Pingelap by reports of a community of people born totally colorblind, Dr. Sacks set up a clinic in a one-room dispensary. There he listened to patients describe their colorless world in terms rich with pattern and tone, luminance and shadow. Then, in Guam, he investigated a puzzling neurodegenerative paralysis, making housecalls amid crowing cockerels, cycad jungles, and the remains of a colonial culture. The experience afforded Sacks an opportunity to elaborate on such personal passions as botany and history and to explore the meaning of islands, the dissemination of species, the birth of disease, and the nature of deep geologic time.","['Nonfiction', 'Science', 'Psychology', 'Health', 'Medicine', 'Travel', 'Biology', 'Neuroscience', 'Medical', 'Anthropology', 'Health', 'Neuroscience', 'Brain']"
6,http://goodreads.com/book/show/15815598-big-data,0544002695,9780544002692,"Big Data: A Revolution That Will Transform How We Live, Work, and Think",3.71,['Viktor Mayer-Schönberger'],"A revelatory exploration of the hottest trend in technology and the dramatic impact it will have on the economy, science, and society at large.Which paint color is most likely to tell you that a used car is in good shape? How can officials identify the most dangerous New York City manholes before they explode? And how did Google searches predict the spread of the H1N1 flu outbreak?The key to answering these questions, and many more, is big data. “Big data” refers to our burgeoning ability to crunch vast collections of information, analyze it instantly, and draw sometimes profoundly surprising conclusions from it. This emerging science can translate myriad phenomena—from the price of airline tickets to the text of millions of books—into searchable form, and uses our increasing computing power to unearth epiphanies that we never could have seen before. A revolution on par with the Internet or perhaps even the printing press, big data will change the way we think about business, health, politics, education, and innovation in the years to come. It also poses fresh threats, from the inevitable end of privacy as we know it to the prospect of being penalized for things we haven’t even done yet, based on big data’s ability to predict our future behavior.In this brilliantly clear, often surprising work, two leading experts explain what big data is, how it will change our lives, and what we can do to protect ourselves from its hazards. Big Data is the first big book about the next big thing.www.big-data-book.com","['Nonfiction', 'Business', 'Science', 'Technology', 'Science', 'Economics', 'Science', 'Computer Science', 'Audiobook', 'Computer Science', 'Computers', 'Sociology', 'Politics']"
7,http://goodreads.com/book/show/18467746-the-norm-chronicles,0465085709,9780465085705,The Norm Chronicles: Stories and Numbers About Danger and Death,3.58,['Michael Blastland'],"Is it safer to fly or take the train? How dangerous is skydiving? And is eating that extra sausage going to kill you? We’ve all heard the statistics for risky activities, but what do they mean in the real world? In The Norm Chronicles, journalist Michael Blastland and risk expert David Spiegelhalter explore these questions through the stories of average Norm and an ingenious measurement called the MicroMort—a one in a million chance of dying. They reveal why general anesthesia is as dangerous as a parachute jump, giving birth in the US is nearly twice as risky as in the UK, and that the radiation from eating a banana shaves 3 seconds off your life. An entertaining guide to the statistics of personal risk, The Norm Chronicles will enlighten anyone who has ever worried about the dangers we encounter in our daily lives.","['Nonfiction', 'Science', 'Science', 'Mathematics', 'Science', 'Popular Science', 'Economics']"
8,http://goodreads.com/book/show/15798335-scatter-adapt-and-remember,0,0,"Scatter, Adapt, and Remember: How Humans Will Survive a Mass Extinction",3.51,['Annalee Newitz'],"In its 4.5 billion–year history, life on Earth has been almost erased at least half a dozen times: shattered by asteroid impacts, entombed in ice, smothered by methane, and torn apart by unfathomably powerful megavolcanoes. And we know that another global disaster is eventually headed our way. Can we survive it? How?As a species, Homo sapiens is at a crossroads. Study of our planet’s turbulent past suggests that we are overdue for a catastrophic disaster, whether caused by nature or by human interference.It’s a frightening prospect, as each of the Earth’s past major disasters—from meteor strikes to bombardment by cosmic radiation—resulted in a mass extinction, where more than 75 percent of the planet’s species died out. But in Scatter, Adapt, and Remember, Annalee Newitz, science journalist and editor of the science Web site io9.com explains that although global disaster is all but inevitable, our chances of long-term species survival are better than ever. Life on Earth has come close to annihilation—humans have, more than once, narrowly avoided extinction just during the last million years—but every single time a few creatures survived, evolving to adapt to the harshest of conditions.      This brilliantly speculative work of popular science focuses on humanity’s long history of dodging the bullet, as well as on new threats that we may face in years to come. Most important, it explores how scientific breakthroughs today will help us avoid disasters tomorrow. From simulating tsunamis to studying central Turkey’s ancient underground cities; from cultivating cyanobacteria for “living cities” to designing space elevators to make space colonies cost-effective; from using math to stop pandemics to studying the remarkable survival strategies of gray whales, scientists and researchers the world over are discovering the keys to long-term resilience and learning how humans can choose life over death.     Newitz’s remarkable and fascinating journey through the science of mass extinctions is a powerful argument about human ingenuity and our ability to change. In a world populated by doomsday preppers and media commentators obsessively forecasting our demise, Scatter, Adapt, and Remember is a compelling voice of hope. It leads us away from apocalyptic thinking into a future where we live to build a better world—on this planet and perhaps on others. Readers of this book will be equipped scientifically, intellectually, and emotionally to face whatever the future holds.","['Nonfiction', 'Science', 'History', 'Audiobook', 'Anthropology', 'Environment', 'Apocalyptic', 'Post Apocalyptic', 'Environment', 'Nature', 'Sociology', 'Futurism']"
9,http://goodreads.com/book/show/16277245-the-drunken-botanist,1616200464,9781616200466,The Drunken Botanist: The Plants That Create the World's Great Drinks,3.99,['Amy  Stewart'],"Every great drink starts with a plant. Sake began with a grain of rice. Scotch emerged from barley. Gin was born from a conifer shrub when a Dutch physician added oil of juniper to a clear spirit, believing that juniper berries would cure kidney disorders. ""The Drunken Botanist"" uncovers the enlightening botanical history and the fascinating science and chemistry of over 150 plants, flowers, trees, and fruits (and even one fungus).Some of the most extraordinary and obscure plants have been fermented and distilled, and they each represent a unique cultural contribution to our global drinking traditions and our history. Molasses was an essential ingredient in American independence: when the British forced the colonies to buy British (not French) molasses for their New World rum-making, the settlers outrage kindled the American Revolution. Rye, which turns up in countless spirits, is vulnerable to ergot, which contains a precursor to LSD, and some historians have speculated that the Salem witch trials occurred because girls poisoned by ergot had seizures that made townspeople think they d been bewitched. Then there's the tale of the thirty-year court battle that took place over the trademarking of Angostura bitters, which may or may not actually contain bark from the Angostura tree.With a delightful two-color vintage-style interior, over fifty drink recipes, growing tips for gardeners, and advice that carries Stewart's trademark wit, this is the perfect gift for gardeners and cocktail aficionados alike.","['Nonfiction', 'Science', 'Food and Drink', 'Food', 'History', 'Food and Drink', 'Cookbooks', 'Gardening', 'Food and Drink', 'Food and Drink', 'Cooking', 'Environment', 'Nature', 'Nature', 'Plants']"
