,book_link,isbn,isbn13,book_title,avg_rating,author_name,book_desc,genres
0,http://goodreads.com/book/show/1544217.Genesis,0309094321,9780309094320,Genesis: The Scientific Quest for Life's Origin,4.19,['Robert M. Hazen'],"Life on Earth arose nearly 4 billion years ago, bursting forth from air, water, and rock. Though the process obeyed all the rules of chemistry and physics, the details of that original event pose as deep a mystery as any facing science. How did non-living chemicals become alive? While the question is (deceivingly) simple, the answers are unquestionably complex. Science inevitably plays a key role in any discussion of life� (TM)s origins, dealing less with the question of why life appeared on Earth than with where, when, and how it emerged on the blasted, barren face of our primitive planet. Astrobiologist Robert Hazen has spent many years dealing with the fundamental questions of life� (TM)s genesis. As an active research scientist, he is down deep in all the messy details that science has to offer on the subject, tracing the inexorable sequence of events that led to the complicated interactions of carbonbased molecules. As he takes us through the astounding process of emergence, we are witness to the first tentative steps toward life� from the unfathomable abundance of carbon biomolecules synthesized in the black vacuum of space to the surface of the Earth to deep within our planet� (TM)s restless crust. We are privy to the breathtaking drama that rapidly unfolds as life prevails. The theory of emergence is poised to answer a multitude of questions� even as it raises the possibility that natural processes exist beyond what we now know, perhaps beyond what we even comprehend. Genesis tells the tale of transforming scientific advances in our quest for life� (TM)s origins. Written with grace, beauty, and authority, it goes directly to the heart of who we are and why we are here.","['Science', 'Science', 'Biology', 'Biology', 'Evolution', 'Nonfiction', 'Science', 'Chemistry', 'Science', 'Geology', 'Science', 'Popular Science', 'Biology', 'Genetics', 'Science', 'Natural History']"
1,http://goodreads.com/book/show/17396823-extremes,0,0,"Extremes: Life, Death and the Limits of the Human Body",4.19,['Kevin Fong'],"In anaesthetist Dr Kevin Fong's television programmes he has often demonstrated the impact of extremes on the human body by using his own body as a 'guinea pig'. So Dr Fong is well placed to share his experience of the sheer audacity of medical practice at extreme physiological limits, where human life is balanced on a knife edge.Through gripping accounts of extraordinary events and pioneering medicine, Dr Fong explores how our body responds when tested by the extremes of heat and cold, vacuum and altitude, age and disease. He shows how science, technology and medicine have taken what was once lethal in the world and made it survivable.This is not only a book about medicine, but also about exploration in its broadest sense - and about how, by probing the very limits of our biology, we may ultimately return with a better appreciation of how our bodies work, of what life is, and what it means to be human.","['Nonfiction', 'Science', 'Health', 'Medicine', 'Science', 'Popular Science', 'Medical', 'Health']"
2,http://goodreads.com/book/show/29.The_Mother_Tongue,0380715430,9780380715435,The Mother Tongue: English and How It Got That Way,3.92,['Bill Bryson'],"With dazzling wit and astonishing insight, Bill Bryson—the acclaimed author of The Lost Continent—brilliantly explores the remarkable history, eccentricities, resilience and sheer fun of the English language. From the first descent of the larynx into the throat (why you can talk but your dog can't), to the fine lost art of swearing, Bryson tells the fascinating, often uproarious story of an inadequate, second-rate tongue of peasants that developed into one of the world's largest growth industries.","['Nonfiction', 'History', 'Humanities', 'Language', 'Humanities', 'Linguistics', 'Humor', 'Language', 'Writing', 'Audiobook', 'Travel', 'Reference', 'Science']"
3,http://goodreads.com/book/show/1381851.The_Inflationary_Universe,0201328402,9780201328400,The Inflationary Universe: The Quest for a New Theory of Cosmic Origins,4.1,['Alan Guth'],"This is the compelling, first-hand account of Alan Guth’s paradigm-breaking discovery of the origins of the universe—and of his dramatic rise from young researcher to physics superstar. Guth’s startling theory—widely regarded as one of the most important contributions to science during the twentieth century—states that the big bang was set into motion by a period of hyper-rapid “inflation,” lasting only a billion-trillion-billionth of a second. The Inflationary Universe is the passionate story of one leading scientist’s effort to look behind the cosmic veil and explain how the universe began.","['Science', 'Science', 'Physics', 'Science', 'Astronomy', 'Nonfiction', 'Science', 'Popular Science', 'Science', 'History Of Science', 'Space', 'Philosophy', 'Theory', 'Autobiography', 'Memoir']"
4,http://goodreads.com/book/show/6738284-the-language-of-life,0,0,The Language of Life: DNA and the Revolution in Personalized Medicine,3.98,['Francis S. Collins'],"""His groundbreaking work has changed the very ways we consider our health and examine disease.” —Barack ObamaFrom Dr. Francis Collins, director of the National Institute of Health, 2007 recipient of the Presidential Medal of Freedom, and 15-year head of the Human Genome Project, comes one of the most important medical books of the year: The Language of Life. With accessible, insightful prose, Dr. Collins describes the medical, scientific, and genetic revolution that is currently unlocking the secrets of “personalized medicine,” and offers practical advice on how to utilize these discoveries for you and your family’s current and future health and well-being. In the words of Dr. Jerome Groopman (How Doctors Think), The Language of Life “sets out hope without hype, and will enrich the mind and uplift the heart.”","['Science', 'Nonfiction', 'Biology', 'Genetics', 'Health', 'Medicine', 'Health', 'Science', 'Biology', 'Medical', 'Science', 'Popular Science', 'Audiobook', 'Health', 'Health Care']"
5,http://goodreads.com/book/show/16065675-wonders-of-life,Wonders,Brian,Wonders of Life: Exploring the Most Extraordinary Phenomenon in the Universe,4.43,['Brian Cox'],"In Wonders of Life: Exploring the Most Extraordinary Force in the Universe, the definitive companion to the Discovery Science Channel series, Professor Brian Cox takes us on an incredible journey to discover the most complex, diverse, and unique force in the universe: life itself.Through his voyage of discovery, international bestselling author Brian Cox explains how the astonishing inventiveness of nature came about and uncovers the milestones in the epic journey from the origin of life to our own lives, with beautiful full-color illustrations throughout. From spectacular fountains of superheated water at the bottom of the Atlantic to the deepest rainforest, Cox seeks out the places where the biggest questions about life may be answered: What is life? Why do we need water? Why does life end?Physicist and professor Brian Cox uncovers the secrets of life in the most unexpected locations and in the most stunning detail in this beautiful full-color volume.","['Science', 'Nonfiction', 'Environment', 'Nature', 'Science', 'Biology', 'Biology', 'Evolution', 'Science', 'Physics', 'Education', 'Science', 'Popular Science', 'Science', 'Natural History', 'Environment']"
6,http://goodreads.com/book/show/13646298,5271362949,9785271362941,"Обезьяны, нейроны и душа",4.57,['Александр В. Марков'],"Новая книга Александра Маркова — это увлекательный рассказ о происхождении и устройстве человека, основанный на последних исследованиях в антропологии, генетике и эволюционной психологии. Двухтомник «Эволюция человека» отвечает на многие вопросы, давно интересующие человека разумного. Что значит — быть человеком? Когда и почему мы стали людьми? В чем мы превосходим наших соседей по планете, а в чем — уступаем им? И как нам лучше использовать главное свое отличие и достоинство — огромный, сложно устроенный мозг? Один из способов — вдумчиво прочесть эту книгу.","['Nonfiction', 'Science', 'Science', 'Biology', 'Science', 'Popular Science', 'Biology', 'Evolution', 'Cultural', 'Russia', 'Psychology', 'Anthropology']"
7,http://goodreads.com/book/show/780672.The_Emotional_Brain,0684836599,9780684836591,The Emotional Brain: The Mysterious Underpinnings of Emotional Life,4.09,['Joseph E. LeDoux'],"What happens in our brains to make us feel fear, love, hate, anger, joy? Do we control our emotions, or do they control us? Do animals have emotions? How can traumatic experiences in early childhood influence adult behavior, even though we have no conscious memory of them? In The Emotional Brain, Joseph LeDoux investigates the origins of human emotions and explains that many exist as part of complex neural systems that evolved to enable us to survive.   One of the principal researchers profiled in Daniel Goleman's Emotional Intelligence, LeDoux is a leading authority in the field of neural science. In this provocative book, he explores the brain mechanisms underlying our emotions -- mechanisms that are only now being revealed.","['Psychology', 'Biology', 'Neuroscience', 'Science', 'Nonfiction', 'Neuroscience', 'Brain', 'Self Help', 'Psychology', 'Emotion', 'Science', 'Biology', 'Health', 'Mental Health', 'Self Help', 'Personal Development']"
8,http://goodreads.com/book/show/8570787-drop-dead-healthy,141659907X,9781416599074,Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection,3.76,['A.J. Jacobs'],"New York Times bestselling author and king of “immersion journalism” A.J. Jacobs tackles his most challenging experiment yet: a yearlong mission to radically improve every element of his body and mind—from his brain to his fingertips to his abs.From the bestselling author of The Year of Living Biblically and The Know-It-All comes the true and truly hilarious story of one person’s quest to become the healthiest man in the world. Hospitalized with a freak case of tropical pneumonia, goaded by his wife telling him, “I don’t want to be a widow at forty-five,” and ashamed of a middle-aged body best described as “a python that swallowed a goat,” A.J. Jacobs felt compelled to change his ways and get healthy. And he didn’t want only to lose weight, or finish a triathlon, or lower his cholesterol. His ambitions were far greater: maximal health from head to toe. The task was epic. He consulted an army of experts— sleep consultants and sex clinicians, nutritionists and dermatologists. He subjected himself to dozens of different workouts—from Strollercize classes to Finger Fitness sessions, from bouldering with cavemen to a treadmill desk. And he took in a cartload of diets: raw foods, veganism, high protein, calorie restriction, extreme chewing, and dozens more. He bought gadgets and helmets, earphones and juicers. He poked and he pinched. He counted and he measured. The story of his transformation is not only brilliantly entertaining, but it just may be the healthiest book ever written. It will make you laugh until your sides split and endorphins flood your bloodstream. It will alter the contours of your brain, imprinting you with better habits of hygiene and diet. It will move you emotionally and get you moving physically in surprising ways. And it will give you occasion to reflect on the body’s many mysteries and the ultimate pursuit of health: a well-lived life.","['Nonfiction', 'Health', 'Humor', 'Autobiography', 'Memoir', 'Sports', 'Fitness', 'Food and Drink', 'Food', 'Biography', 'Science', 'Self Help', 'Audiobook']"
9,http://goodreads.com/book/show/13562662-the-book-of-barely-imagined-beings,184708172X,9781847081728,The Book of Barely Imagined Beings: A 21st Century Bestiary,4.08,['Caspar Henderson'],"From the Axolotl to the Zebrafish, our planet contains a host of barely imagined beings: real creatures that are often more astonishing that anything dreamt of in the pages of a medieval bestiary. Ranging from the depths of the ocean to the most arid corners of the land, Caspar Henderson captures the beauty and bizzareness of the many living forms we thought we knew and some we could never have contemplated, inviting us to better imagine the precarious world we inhabit.A witty, vivid blend of cutting edge natural history and meditative reflections, The Book of Barely Imagined Beings is infectious and celebratory about the sheer ingenuity and variety of life.","['Nonfiction', 'Science', 'Animals', 'Environment', 'Nature', 'Science', 'Natural History', 'Science', 'Biology', 'History', 'Reference', 'Fantasy', 'Mythology', 'Science Nature']"
