,book_link,isbn,isbn13,book_title,avg_rating,author_name,book_desc,genres
0,http://goodreads.com/book/show/18079760-the-remedy,159240751X,9781592407514,"The Remedy: Robert Koch, Arthur Conan Doyle, and the Quest to Cure Tuberculosis",3.84,['Thomas Goetz'],"The riveting history of tuberculosis, the world’s most lethal disease, the two men whose lives it tragically intertwined, and the birth of medical science.   In 1875, tuberculosis was the deadliest disease in the world, accountable for a third of all deaths. A diagnosis of TB—often called consumption—was a death sentence. Then, in a triumph of medical science, a German doctor named Robert Koch deployed an unprecedented scientific rigor to discover the bacteria that caused TB. Koch soon embarked on a remedy—a remedy that would be his undoing.   When Koch announced his cure for consumption, Arthur Conan Doyle, then a small-town doctor in England and sometime writer, went to Berlin to cover the event. Touring the ward of reportedly cured patients, he was horrified. Koch’s ""remedy"" was either sloppy science or outright fraud.   But to a world desperate for relief, Koch’s remedy wasn’t so easily dismissed. As Europe’s consumptives descended upon Berlin, Koch urgently tried to prove his case. Conan Doyle, meanwhile, returned to England determined to abandon medicine in favor of writing. In particular, he turned to a character inspired by the very scientific methods that Koch had formulated: Sherlock Holmes.   Capturing the moment when mystery and magic began to yield to science, The Remedy chronicles the stunning story of how the germ theory of disease became a true fact, how two men of ambition were emboldened to reach for something more, and how scientific discoveries evolve into social truths.","['Nonfiction', 'History', 'Science', 'Health', 'Medicine', 'Medical', 'Biography', 'History', 'History Of Medicine', 'Health', 'Audiobook', 'Historical']"
1,http://goodreads.com/book/show/17934639-the-improbability-principle,0,0,"The Improbability Principle: Why Coincidences, Miracles, and Rare Events Happen Every Day",3.72,['David J. Hand'],"In The Improbability Principle, the renowned statistician David J. Hand argues that extraordinarily rare events are anything but. In fact, they’re commonplace. Not only that, we should all expect to experience a miracle roughly once every month.     But Hand is no believer in superstitions, prophecies, or the paranormal. His definition of “miracle” is thoroughly rational. No mystical or supernatural explanation is necessary to understand why someone is lucky enough to win the lottery twice, or is destined to be hit by lightning three times and still survive. All we need, Hand argues, is a firm grounding in a powerful set of laws: the laws of inevitability, of truly large numbers, of selection, of the probability lever, and of near enough.     Together, these constitute Hand’s groundbreaking Improbability Principle. And together, they explain why we should not be so surprised to bump into a friend in a foreign country, or to come across the same unfamiliar word four times in one day. Hand wrestles with seemingly less explicable questions as well: what the Bible and Shakespeare have in common, why financial crashes are par for the course, and why lightning does strike the same place (and the same person) twice. Along the way, he teaches us how to use the Improbability Principle in our own lives—including how to cash in at a casino and how to recognize when a medicine is truly effective.     An irresistible adventure into the laws behind “chance” moments and a trusty guide for understanding the world and universe we live in, The Improbability Principle will transform how you think about serendipity and luck, whether it’s in the world of business and finance or you’re merely sitting in your backyard, tossing a ball into the air and wondering where it will land.","['Nonfiction', 'Science', 'Science', 'Mathematics', 'Psychology', 'Science', 'Popular Science', 'Philosophy', 'Skepticism', 'Sociology', 'Business', 'Unfinished', 'Philosophy']"
2,http://goodreads.com/book/show/291056.Oxygen,0198607830,9780198607830,Oxygen: The Molecule That Made the World,4.13,['Nick Lane'],"In Oxygen, Nick Lane takes the reader on an enthralling journey as he unravels the unexpected ways in which oxygen spurred the evolution of life and death. He shows how oxygen underpins the origin of biological complexity, the birth of photosynthesis, the sudden evolution of animals, the need for two sexes, the accelerated aging of cloned animals like Dolly the sheep, and the surprisingly long lives of bats and birds. Drawing on this grand evolutionary canvas, Oxygen offers fresh perspectives on our own lives and deaths, explaining modern killer diseases, why we age, and what we can do about it. Advancing revelatory new ideas, following chains of evidence, the book ranges through many disciplines, from environmental sciences to molecular medicine. The result is a captivating vision of contemporary science and a humane synthesis of our place in nature. This remarkable book will redefine the way we think about the world.","['Science', 'Nonfiction', 'Science', 'Biology', 'Science', 'Chemistry', 'Biology', 'Evolution', 'History', 'Environment', 'Nature', 'Science Nature', 'Science', 'Geology', 'Science', 'Natural History']"
3,http://goodreads.com/book/show/522525.Mistakes_Were_Made_But_Not_by_Me_,0151010986,9780151010981,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",4.03,['Carol Tavris'],"Why do people dodge responsibility when things fall apart? Why the parade of public figures unable to own up when they screw up? Why the endless marital quarrels over who is right? Why can we see hypocrisy in others but not in ourselves? Are we all liars? Or do we really believe the stories we tell? Renowned social psychologists Carol Tavris and Elliot Aronson take a compelling look into how the brain is wired for self-justification. When we make mistakes, we must calm the cognitive dissonance that jars our feelings of self-worth. And so we create fictions that absolve us of responsibility, restoring our belief that we are smart, moral, and right -- a belief that often keeps us on a course that is dumb, immoral, and wrong. Backed by years of research and delivered in lively, energetic prose, Mistakes Were Made (But Not by Me) offers a fascinating explanation of self-deception -- how it works, the harm it can cause, and how we can overcome it.","['Psychology', 'Nonfiction', 'Science', 'Self Help', 'Sociology', 'Business', 'Self Help', 'Personal Development', 'Philosophy', 'Leadership', 'Social Science']"
4,http://goodreads.com/book/show/23257776-birth-of-a-theorem,0374710236,9780374710231,Birth of a Theorem: A Mathematical Adventure,3.8,['Cédric Villani'],"In 2010, French mathematician Cédric Villani received the Fields Medal, the most coveted prize in mathematics, in recognition of a proof which he devised with his close collaborator Clément Mouhot to explain one of the most surprising theories in classical physics. Birth of a Theorem is Villani’s own account of the years leading up to the award. It invites readers inside the mind of a great mathematician as he wrestles with the most important work of his career.But you don’t have to understand nonlinear Landau damping to love Birth of a Theorem. It doesn’t simplify or overexplain; rather, it invites readers into collaboration. Villani’s diaries, emails, and musings enmesh you in the process of discovery. You join him in unproductive lulls and late-night breakthroughs. You’re privy to the dining-hall conversations at the world’s greatest research institutions. Villani shares his favorite songs, his love of manga, and the imaginative stories he tells his children. In mathematics, as in any creative work, it is the thinker’s whole life that propels discovery—and with Birth of a Theorem, Cédric Villani welcomes you into his.","['Science', 'Science', 'Mathematics', 'Nonfiction', 'Biography', 'Autobiography', 'Memoir', 'Education', 'Science', 'Popular Science', 'Science', 'Physics', 'History', 'Cultural', 'France']"
5,http://goodreads.com/book/show/183645.Voyage_of_the_Beagle,014043268X,9780140432688,Voyage of the Beagle,4.03,['Charles Darwin'],"s/t: Charles Darwin's Journal of ResearchesWhen the Beagle sailed out of Devonport on 27 December 1831, Charles Darwin was twenty-two and setting off on the voyage of a lifetime. It was to last five years and transform him from an amiable and somewhat aimless young man into a scientific celebrity. Even more vitally, it was to set in motion the intellectual currents that culminated in the arrival of The Origin of Species in Victorian drawing-rooms in 1859. His journal, reprinted here in a shortened version, is vivid and immediate, showing us a naturalist making patient observations, above all in geology. As well as a profusion of natural history detail, it records many other things that caught Darwin’s eye, from civil war in Argentina to the new colonial settlements of Australia. The editors have provided an excellent introduction and notes for this Penguin Classics edition, which also contains maps and appendices, including an essay on scientific geology and the Bible by Robert FitzRoy, Darwin’s friend and captain of the Beagle.","['Science', 'Nonfiction', 'History', 'Travel', 'Classics', 'Science', 'Biology', 'Environment', 'Nature', 'Biology', 'Evolution', 'Biography', 'Science', 'Natural History']"
6,http://goodreads.com/book/show/2007640.The_Human_Brain,0465007260,9780465007264,The Human Brain: A Guided Tour,3.73,['Susan A. Greenfield'],"What would you see if you removed the skull from the human brain and then slowly worked your way deeper and deeper into the brain, to the level of an individual neuron? With renowned brain researcher Susan Greenfield as your guide, here is your chance to gain a bird's eye view of the human brain—and to learn more about what the brain is, how it works, what happens when one part of the brain is made dysfunctional through stroke or accident, how brain mood-modifying drugs find their targets.In a particularly fascinating chapter, Greenfield surveys for us how a brain is built and then takes us on a tour of the developing brain from the moment of conception.Throughout Greenfield poses the larger questions all readers want to consider, including: At what stage does individuality creep into the developing brain? How does the collection of circuits of neurons give rise not just to an individual brain but an individual consciousness? What might a fetus be conscious of?","['Science', 'Nonfiction', 'Psychology', 'Science', 'Biology', 'Health', 'Medicine', 'Science', 'Popular Science', 'Biology', 'Neuroscience', 'Neuroscience', 'Brain', 'Medical']"
7,http://goodreads.com/book/show/319014.The_Holographic_Universe,0060922583,9780060922580,The Holographic Universe,4.12,['Michael Talbot'],"Today nearly everyone is familiar with holograms, three-dimensional images projected into space with the aid of a laser. Now, two of the world's most eminent thinkers -- University of London physicists David Bohm, a former protege of Einstein's and one of the world's most respected quantum physicists, and Stanford neurophysiologist Karl Pribram, one of the architects of our modern understanding of the brain -- believe that the universe itself may be a giant hologram, quite literally a kind of image or construct created, at least in part, by the human mind. This remarkable new way of looking at the universe explains not only many of the unsolved puzzles of physics, but also such mysterious occurrences as telepathy, out-of-body and near death experiences, ""lucid"" dreams, and even religious and mystical experiences such as feelings of cosmic unity and miraculous healings.","['Science', 'Nonfiction', 'Philosophy', 'Science', 'Physics', 'Spirituality', 'Philosophy', 'Metaphysics', 'Psychology', 'Fantasy', 'Paranormal', 'Spirituality', 'New Age', 'Physics', 'Quantum Mechanics']"
8,http://goodreads.com/book/show/13707565-the-spark-of-life,0,0,The Spark of Life: Electricity in the Human Body,3.93,['Frances Ashcroft'],"What happens during a heart attack? Can someone really die of fright? What is death, anyway? How does electroshock treatment affect the brain? What is consciousness? The answers to these questions lie in the electrical signals constantly traveling through our bodies, driving our thoughts, our movements, and even the beating of our hearts.The history of how scientists discovered the role of electricity in the human body is a colorful one, filled with extraordinary personalities, fierce debates, and brilliant experiments. Moreover, present-day research on electricity and ion channels has created one of the most exciting fields in science, shedding light on conditions ranging from diabetes and allergies to cystic fibrosis, migraines, and male infertility. With inimitable wit and a clear, fresh voice, award-winning researcher Frances Ashcroft weaves together compelling real-life stories with the latest scientific findings, giving us a spectacular account of the body electric.","['Science', 'Nonfiction', 'Science', 'Biology', 'Health', 'Medicine', 'Health', 'Medical', 'Science', 'Physics', 'Science', 'Popular Science', 'Biology', 'Neuroscience', 'Audiobook']"
9,http://goodreads.com/book/show/17986426-paleofantasy,0,0,"Paleofantasy: What Evolution Really Tells Us about Sex, Diet, and How We Live",3.68,['Marlene Zuk'],"We evolved to eat berries rather than bagels, to live in mud huts rather than condos, to sprint barefoot rather than play football—or did we? Are our bodies and brains truly at odds with modern life? Although it may seem as though we have barely had time to shed our hunter-gatherer legacy, biologist Marlene Zuk reveals that the story is not so simple. Popular theories about how our ancestors lived—and why we should emulate them—are often based on speculation, not scientific evidence.Armed with a razor-sharp wit and brilliant, eye-opening research, Zuk takes us to the cutting edge of biology to show that evolution can work much faster than was previously realized, meaning that we are not biologically the same as our caveman ancestors. Contrary to what the glossy magazines would have us believe, we do not enjoy potato chips because they crunch just like the insects our forebears snacked on. And women don’t go into shoe-shopping frenzies because their prehistoric foremothers gathered resources for their clans. As Zuk compellingly argues, such beliefs incorrectly assume that we’re stuck—finished evolving—and have been for tens of thousands of years. She draws on fascinating evidence that examines everything from adults’ ability to drink milk to the texture of our ear wax to show that we’ve actually never stopped evolving. Our nostalgic visions of an ideal evolutionary past in which we ate, lived, and reproduced as we were “meant to” fail to recognize that we were never perfectly suited to our environment. Evolution is about change, and every organism is full of trade-offs.From debunking the caveman diet to unraveling gender stereotypes, Zuk delivers an engrossing analysis of widespread paleofantasies and the scientific evidence that undermines them, all the while broadening our understanding of our origins and what they can really tell us about our present and our future.","['Science', 'Nonfiction', 'Anthropology', 'Biology', 'Evolution', 'Food and Drink', 'Food', 'Science', 'Biology', 'History', 'Health', 'Audiobook', 'Biology', 'Genetics']"
